0.15943399,0.13329779,8.60E-05,2.08E-03,2.61E-02,6.07E-02,1.11E-02,2.51E-02,4.2857876
0.17218359,0.1439604,8.56E-05,2.36E-03,2.82E-02,3.23E-02,3.07E-03,1.79E-02,4.2921734
0.17575096,0.14693716,8.58E-05,2.40E-03,2.88E-02,1.87E-02,1.71E-03,1.79E-02,4.3113289
0.18298872,0.15296713,8.49E-03,2.60E-03,3.00E-02,1.75E-02,1.28E-03,1.78E-02,4.3239226
0.18752354,0.15671802,5.25E-02,2.61E-03,3.08E-02,1.54E-02,1.10E-03,1.78E-02,4.2950988
0.21381055,0.17860925,3.93E-03,3.26E-03,3.52E-02,2.29E-02,9.68E-04,1.78E-02,4.3110271
0.1898421,0.15848805,8.65E-05,2.73E-03,3.14E-02,1.12E-02,1.17E-03,1.77E-02,4.3394256
0.17528646,0.14632547,8.68E-05,2.46E-03,2.90E-02,2.49E-02,1.96E-03,1.77E-02,4.3527474
0.1547441,0.12916823,8.71E-05,2.00E-03,2.56E-02,2.66E-03,1.59E-03,2.05E-02,4.3850269
0.14713217,0.12290911,8.76E-05,1.90E-03,2.42E-02,9.04E-03,3.37E-03,2.40E-02,4.4114704
0.14870866,0.12429761,8.80E-05,2.05E-03,2.44E-02,2.28E-02,4.58E-03,2.32E-02,4.4253654
0.15649749,0.13089518,8.81E-05,2.39E-03,2.56E-02,4.22E-02,4.76E-03,2.38E-02,4.4208775
0.15443076,0.12918039,8.81E-05,2.26E-03,2.53E-02,1.94E-02,3.10E-03,1.74E-02,4.4373631
0.11506625,9.63E-02,8.85E-05,1.47E-03,1.87E-02,0,4.30E-03,3.29E-02,4.4687119
9.78E-02,8.20E-02,8.91E-05,1.19E-03,1.58E-02,0,6.11E-03,3.41E-02,4.4991732
9.74E-02,8.19E-02,8.97E-05,1.28E-03,1.55E-02,0,7.68E-03,3.39E-02,4.5308924
0.1152637,9.70E-02,9.02E-05,1.82E-03,1.82E-02,1.78E-02,8.71E-03,2.40E-02,4.5480404
0.16235207,0.13671586,6.35E-03,2.39E-03,2.56E-02,4.38E-02,5.94E-03,1.70E-02,4.5369616
0.19932228,0.1677873,1.95E-02,3.03E-03,3.15E-02,4.40E-02,2.19E-03,1.70E-02,4.5139952
0.17319222,0.14572339,1.63E-02,2.40E-03,2.75E-02,1.02E-02,1.49E-03,1.70E-02,4.5238452
0.16618261,0.13981514,1.80E-02,2.25E-03,2.64E-02,1.85E-02,2.36E-03,1.69E-02,4.5237041
0.17536949,0.14751555,3.78E-02,2.43E-03,2.79E-02,2.02E-02,1.96E-03,1.69E-02,4.5028968
0.17941979,0.15088582,1.78E-02,2.53E-03,2.85E-02,2.24E-02,1.76E-03,1.69E-02,4.5003357
0.18425322,0.1548932,7.31E-02,2.62E-03,2.94E-02,1.91E-02,1.43E-03,1.68E-02,4.4461427
0.16487475,0.13857283,5.14E-02,2.16E-03,2.63E-02,9.05E-03,1.80E-03,1.68E-02,4.421526
0.13720244,0.11535552,2.41E-02,1.59E-03,2.18E-02,0,2.66E-03,3.06E-02,4.4302015
0.13208199,0.11119638,8.88E-05,1.53E-03,2.09E-02,0,5.08E-03,3.17E-02,4.4644198
0.13355017,0.11255457,8.94E-05,1.63E-03,2.10E-02,3.41E-03,8.37E-03,2.95E-02,4.4985275
0.124513,0.10506077,9.00E-05,1.56E-03,1.95E-02,4.91E-03,1.11E-02,2.93E-02,4.5324101
0.12512463,0.10569636,9.06E-05,1.68E-03,1.94E-02,1.15E-02,1.33E-02,2.65E-02,4.5617437
0.14087972,0.11909668,9.09E-05,2.15E-03,2.18E-02,4.34E-02,1.24E-02,2.10E-02,4.5600696
0.12439723,0.1052148,9.10E-05,1.83E-03,1.92E-02,1.59E-03,9.28E-03,2.43E-02,4.5948772
0.12274029,0.10391511,9.16E-05,1.94E-03,1.88E-02,1.70E-02,1.19E-02,2.29E-02,4.6164207
0.14310437,0.12120821,1.40E-02,2.12E-03,2.19E-02,2.84E-02,1.01E-02,1.61E-02,4.6137733
0.17368305,0.14708368,1.84E-02,2.42E-03,2.66E-02,4.63E-02,5.06E-03,1.61E-02,4.5881753
0.17985766,0.1522567,1.33E-03,2.56E-03,2.76E-02,3.82E-02,2.98E-03,1.61E-02,4.5865107
0.17689708,0.14968543,4.38E-02,2.49E-03,2.72E-02,2.55E-02,2.40E-03,1.61E-02,4.5541363
0.15011372,0.12700324,3.99E-02,1.88E-03,2.31E-02,9.09E-04,2.93E-03,2.14E-02,4.5473309
0.13362372,0.11314524,9.12E-05,1.59E-03,2.05E-02,0,5.92E-03,3.20E-02,4.5819063
0.14352602,0.12165219,6.33E-03,1.80E-03,2.19E-02,1.08E-02,8.78E-03,2.32E-02,4.6034575
0.1668053,0.14138031,6.20E-03,2.32E-03,2.54E-02,4.82E-02,7.97E-03,1.59E-02,4.5899968
0.16237561,0.13763814,2.87E-02,2.20E-03,2.47E-02,4.30E-02,6.48E-03,2.18E-02,4.5571065
0.16624671,0.14088206,6.96E-02,2.21E-03,2.54E-02,1.98E-02,3.31E-03,1.58E-02,4.5040803
0.14577785,0.12355987,1.08E-02,1.77E-03,2.22E-02,0,4.61E-03,2.90E-02,4.5282164
0.14801022,0.12554432,9.07E-05,1.87E-03,2.25E-02,1.35E-02,7.84E-03,2.42E-02,4.5529256
0.1581101,0.13417444,9.08E-05,2.27E-03,2.39E-02,5.93E-02,8.84E-03,2.15E-02,4.5339003
0.14115563,0.11977594,9.06E-05,1.99E-03,2.14E-02,1.38E-02,6.31E-03,1.89E-02,4.5556149
0.14565371,0.12367114,9.07E-05,2.40E-03,2.20E-02,5.69E-02,8.27E-03,2.15E-02,4.5363574
0.16204335,0.13756733,9.01E-05,3.13E-03,2.45E-02,5.73E-02,4.59E-03,1.57E-02,4.5147786
0.14190771,0.12046713,8.98E-05,2.85E-03,2.14E-02,3.99E-02,4.47E-03,1.57E-02,4.5076847
0.13792688,0.11710664,8.96E-05,3.03E-03,2.08E-02,4.39E-02,5.18E-03,1.57E-02,4.4965787
0.13786174,0.11705892,8.93E-05,3.17E-03,2.08E-02,4.14E-02,4.43E-03,1.57E-02,4.4870367
0.14463949,0.12283647,8.91E-05,3.57E-03,2.18E-02,4.61E-02,4.39E-03,1.57E-02,4.4733267
