1.2867575, 170.07820, 24.218382, 5.5204563, 284.71097, .92934310, 1.0946982, .16760805, 13.007546, .50299776, 11.916450, 1245.8715
1.2503414, 177.80484, 24.455875, 4.5956588, 406.76559, .49562222, 1.1163474, .13096967, 8.6023703, .31403622, 32.312515, 1019.9754
1.2725499, 151.59262, 24.341633, 4.2123237, 363.06857, 1.0256233, 1.0892832, .25350928, 1.6344538, .37974408, 25.662481, 1039.9717
1.2491101, 152.70711, 23.980074, 4.1263771, 512.29663, 1.0811265, 1.1407768, .18570612, 1.6526535, .46836400, 26.040800, 911.53906
1.2845536, 184.17542, 24.546217, 5.6465206, 264.65500, 1.2541096, .33832380, .34331191, 5.4535928, .71779662, 8.8975277, 1911.3219
1.1782360, 177.06242, 23.927336, 6.5974102, 539.65417, 1.6396627, .90559638, .37453863, 8.1613617, .86102504, 8.8645096, 1278.4749
1.3036431, 179.91171, 23.696642, 6.4296794, 551.69196, 1.0543604, 2.8946195, .40096483, 15.284810, .68091863, 9.4715366, 1191.7625
1.3191026, 169.80304, 24.703751, 5.5383248, 543.79840, .50789684, 4.1990457, .11855852, 11.782564, .97922850, 9.3436546, 1422.4666
1.2168074, 167.27763, 24.038570, 7.1802168, 740.92590, 1.2557721, 3.3339093, .19736540, 15.792374, .86107892, 9.0625105, 1359.7639
1.2779984, 150.12383, 23.529442, 7.9070444, 715.74805, .88011616, 2.4958217, .20450211, 14.526273, .94437081, 9.1951370, 1076.8835
1.1552798, 161.90991, 24.171539, 4.2631588, 622.62524, .78981918, .49206343, .20304662, 2.3659725, .37587795, 24.199257, 1290.8394
1.1782517, 167.67470, 24.141123, 2.0594716, 550.06854, .73066616, 1.9157860, .10148539, 4.7150559, .50257856, 14.937031, 1109.9397
1.1206387, 162.41248, 23.741016, 3.2996774, 529.53125, .67338854, .76602155, .16359550, 1.7519881, .51787454, 33.603680, 854.85144
1.1609381, 158.97739, 23.480032, 3.7734768, 503.67166, 1.1262643, 1.0001925, .15722512, .85433501, .58324599, 36.182358, 1230.0259
1.0336480, 143.73305, 23.562244, 4.7356458, 227.21237, .95128173, .88137764, .25418252, 4.7632713, .66989857, 6.7738309, 1274.6445
1.0459139, 139.23276, 23.447884, 4.7553935, 262.32837, .86743796, 1.1943313, .33154258, 9.6433868, .86259991, 5.4820576, 826.02325
1.3192933, 169.26337, 24.280270, 1.7262834, 502.45831, .58499563, 1.1316457, .20391771, 10.401784, .41757601, 18.688187, 805.02417
1.4698849, 173.43056, 25.266665, 3.2163744, 428.90961, 1.3338076, 1.4548900, .11864005, 16.068401, .85904366, 16.621851, 689.00916
1.4636031, 179.91791, 24.937279, 1.2343863, 494.44531, .98593599, 1.4594458, .11506396, 17.379591, .65054131, 19.328289, 713.51733
1.1401770, 126.16071, 24.622471, 6.1230450, 146.07166, 1.5496478, 3.2231653, .40371269, 14.957721, .35269436, 10.604476, 1104.3678
1.2431557, 118.48511, 25.225447, 5.6638503, 102.34259, 1.4553635, 4.0964456, .32064360, 17.701103, .43649653, 9.1556034, 1011.0201
1.1502943, 121.12112, 25.906948, 6.1276593, 54.988445, 1.6336187, 4.4542952, .24884921, 10.637845, .61974090, 6.5093379, 1137.4371
1.1168717, 137.22777, 25.297832, 7.8795824, 99.635170, 1.6765835, 4.0169458, .23510578, 11.732627, .35954535, 9.4554272, 972.29407
1.3437440, 116.41534, 25.823742, 4.8833647, 108.42198, .61285752, 3.6156380, .30319542, 18.311752, .42584673, 14.779272, 642.61823
1.3690131, 121.43642, 25.353884, 5.7508039, 133.71448, .55997854, 2.9176536, .31865320, 9.9169483, .51531070, 14.545101, 718.66943
1.4399103, 120.37821, 24.386770, 2.3755698, 563.95477, .91100854, 4.2401824, .19130138, 8.0935783, .23752898, 32.201382, 734.80884
1.4157759, 128.23785, 24.761547, 2.6199951, 608.01727, .73182303, 3.8605306, .25299990, 15.611239, .45254183, 20.219004, 692.53857
1.3334967, 175.39627, 24.198038, 8.5083466, 630.66785, .32804042, .24422410, .35878456, 13.705787, .34136999, 28.595024, 1511.2970
1.3800964, 137.70175, 24.896740, 5.8904948, 651.15582, .50609970, 2.5095274, .19112647, 16.510672, .41889423, 14.566632, 895.39429
1.2172706, 141.68161, 24.879597, 8.3802147, 649.02350, .54930782, 2.2277653, .18367830, 14.082947, .38495776, 12.475340, 1020.2777
1.2269206, 110.99580, 24.354986, 7.2043962, 353.71863, 1.0911758, 1.3875351, .46321148, 6.7039609, .30088669, 21.952887, 1400.8828
1.3667413, 109.59246, 24.204441, 8.2238274, 521.57202, .51127034, 1.5463454, .47584087, 1.2560289, .42114636, 25.309408, 1524.4371
1.4550555, 117.89850, 24.717001, 6.8436837, 657.39709, 1.2387668, 1.7399993, .36303744, 4.6501026, .32064724, 25.895588, 1902.1523
1.5197794, 109.00772, 24.632372, 6.2629404, 407.37097, 1.5571623, 2.5035317, .42115527, 3.5911107, .34243110, 25.728590, 1901.5378
