           1,         2.1990,        96.2726,        26.5423,         2.0720,        34.7717,         0.3540,         4.3823,         0.1004,         0.6036,         0.7700,        46.8309,       727.6113,
           2,         2.1537,        95.2344,        26.7308,         1.2484,        56.6456,         0.3996,         4.2088,         0.1289,         2.4309,         0.7887,        53.6809,       713.8137,
           3,         1.9939,       100.0992,        26.8538,         1.6212,       114.2591,         0.4490,         3.8665,         0.1379,         4.2977,         0.8836,        44.0501,       730.0906,
           4,         1.8396,        96.6420,        26.9665,         0.8522,        58.3190,         0.3604,         3.4751,         0.1037,         3.3105,         0.8728,        32.5015,       751.5300,
           5,         1.8077,        94.6967,        27.5213,         1.1800,       107.5867,         0.4161,         3.5554,         0.1224,         1.8130,         0.9375,        45.7673,       830.4217,
           6,         1.8192,        97.8482,        27.7899,         1.0278,        86.6664,         0.4895,         3.5273,         0.1194,         2.8258,         0.9759,        36.1828,       970.4873,
           7,         1.6834,        91.9494,        27.5714,         1.5548,        97.3556,         0.5913,         3.3180,         0.1059,         1.9126,         0.9844,        38.3022,       817.4041,
           8,         1.6269,        93.1269,        27.1308,         2.3692,        80.4205,         0.6602,         3.1791,         0.1387,         2.0830,         0.9456,        25.4219,       927.0292,
           9,         1.6265,        96.7141,        26.9057,         2.7695,       116.9849,         0.6276,         2.7751,         0.1026,         3.1725,         0.9799,        17.9600,       934.3138,
          10,         1.4593,        91.9698,        26.5750,         2.2517,       167.7733,         0.4856,         3.1318,         0.1117,         3.8108,         0.9269,        17.3200,       971.1204,
          11,         1.4830,        89.5110,        26.3859,         2.6694,       177.8849,         0.4719,         3.2770,         0.1264,         2.5253,         0.8838,        14.9742,       957.5914,
          12,         1.2909,        99.0186,        26.9449,         2.8595,       190.5822,         0.6161,         3.6625,         0.1025,         0.6250,         0.8373,        30.4351,       883.8554,
          13,         1.3038,        92.2731,        26.5175,         2.6572,       219.6317,         0.6316,         3.9816,         0.1055,         1.2581,         0.7524,        17.4251,       921.8264,
