.14144944E-01, .15767807E-02, .22262849E-01, .40985919E-02, .15839746E-01, .68331463E-02, .63281596E-01, .15259950E-01, .57755836E-03
.27061362E-01, .15767301E-02, .22148378E-01, .40970542E-02, .14647093E-01, .63061151E-02, .58382351E-01, .14078227E-01, .53283235E-03
.22262214E-01, .15766755E-02, .22028765E-01, .40954286E-02, .15315006E-01, .65767625E-02, .60862623E-01, .14675979E-01, .55545615E-03
.19857150E-01, .15766334E-02, .21935053E-01, .40941597E-02, .15933011E-01, .68317400E-02, .63206553E-01, .15240788E-01, .57683303E-03
.18642344E-01, .15765982E-02, .21857139E-01, .40930915E-02, .15601167E-01, .66812276E-02, .61801888E-01, .14901686E-01, .56399871E-03
.17438317E-01, .15765663E-02, .21789754E-01, .40921392E-02, .14249534E-01, .60943761E-02, .56362160E-01, .13589702E-01, .51434280E-03
.11602007E-01, .15765437E-02, .21748001E-01, .40915073E-02, .11760994E-01, .50253635E-02, .46470355E-01, .11204388E-01, .42406344E-03
.28967144E-01, .15764879E-02, .21637613E-01, .40899180E-02, .88429237E-02, .37655393E-02, .34802530E-01, .83910134E-02, .31758292E-03
.20757614E-01, .15764207E-02, .21505760E-01, .40880167E-02, .89453412E-02, .37916256E-02, .35018593E-01, .84429486E-02, .31954853E-03
.91917217E-02, .15763863E-02, .21450020E-01, .40871110E-02, .10493380E-01, .44383006E-02, .40979307E-01, .98798545E-02, .37393262E-03
.91876779E-02, .15763590E-02, .21412520E-01, .40864325E-02, .10226683E-01, .43172385E-02, .39851725E-01, .96077630E-02, .36363452E-03
.91864793E-02, .15763415E-02, .21402087E-01, .40860982E-02, .11478134E-01, .48374929E-02, .44644617E-01, .10762987E-01, .40735729E-03
.91942633E-02, .15763321E-02, .21412896E-01, .40860344E-02, .12441470E-01, .52374029E-02, .48328400E-01, .11650723E-01, .44095633E-03
.91956714E-02, .15763184E-02, .21413203E-01, .40858295E-02, .13470914E-01, .56651225E-02, .52268941E-01, .12600260E-01, .47689443E-03
.91884509E-02, .15763278E-02, .21450493E-01, .40862006E-02, .25287941E-01, .10644983E-01, .98230638E-01, .23678865E-01, .89619734E-03
.91940891E-02, .15763456E-02, .21467727E-01, .40865126E-02, .21338949E-01, .90097003E-02, .83176844E-01, .20048926E-01, .75881137E-03
.31024545E-01, .15762965E-02, .21360697E-01, .40850099E-02, .15520346E-01, .65514841E-02, .60479533E-01, .14577320E-01, .55172219E-03
.36551341E-01, .15762148E-02, .21199044E-01, .40826835E-02, .15227741E-01, .64078253E-02, .59120245E-01, .14249154E-01, .53930178E-03
.22709595E-01, .15761375E-02, .21045933E-01, .40804665E-02, .15805757E-01, .66332519E-02, .61170746E-01, .14742767E-01, .55798405E-03
.19230615E-01, .15760771E-02, .20923588E-01, .40786895E-02, .16861824E-01, .70676780E-02, .65162286E-01, .15704071E-01, .59436751E-03
.14674433E-01, .15760518E-02, .20865180E-01, .40778420E-02, .16333556E-01, .68468819E-02, .63127190E-01, .15212920E-01, .57577848E-03
.24782099E-01, .15759999E-02, .20760570E-01, .40763002E-02, .14225543E-01, .59538055E-02, .54878075E-01, .13224421E-01, .50051766E-03
.28041473E-01, .15759368E-02, .20637844E-01, .40744753E-02, .12652740E-01, .52819736E-02, .48664335E-01, .11726595E-01, .44382794E-03
.21211714E-01, .15758718E-02, .20511404E-01, .40725879E-02, .15127442E-01, .62986412E-02, .58005113E-01, .13976855E-01, .52899588E-03
.16694179E-01, .15758274E-02, .20422433E-01, .40712506E-02, .17007146E-01, .70770853E-02, .65166138E-01, .15701624E-01, .59427484E-03
.12217979E-01, .15757992E-02, .20360839E-01, .40703109E-02, .16429089E-01, .68395408E-02, .62982865E-01, .15174805E-01, .57433586E-03
.19960640E-01, .15757368E-02, .20239830E-01, .40684808E-02, .16187621E-01, .67326818E-02, .61987653E-01, .14934281E-01, .56523253E-03
.26528539E-01, .15756811E-02, .20132687E-01, .40668426E-02, .15329173E-01, .63687922E-02, .58625273E-01, .14123513E-01, .53454656E-03
.24209650E-01, .15756189E-02, .20015815E-01, .40650452E-02, .14845530E-01, .61560227E-02, .56646697E-01, .13646199E-01, .51648112E-03
.20826358E-01, .15755633E-02, .19913774E-01, .40634451E-02, .14416135E-01, .59671202E-02, .54890379E-01, .13222476E-01, .50044403E-03
.19666480E-01, .15755120E-02, .19821020E-01, .40619564E-02, .13827121E-01, .57146577E-02, .52553862E-01, .12659041E-01, .47911919E-03
.98019429E-02, .15754768E-02, .19763768E-01, .40609473E-02, .14012197E-01, .57884105E-02, .53228289E-01, .12820897E-01, .48524508E-03
