.0000000, .98510034E-01, .98510034E-01
.0000000, .98421000E-01, .98421000E-01
.0000000, .98128811E-01, .98128811E-01
.0000000, .98024480E-01, .98024480E-01
.0000000, .97760253E-01, .97760253E-01
.0000000, .97690366E-01, .97690366E-01
.0000000, .97585954E-01, .97585954E-01
.80674981E-05, .10135029, .10134222
.83105780E-01, .10183077, .18724985E-01
.22470739, .10177710, -.12293030
.22751236, .10181223, -.12570013
.33609730, .10209800, -.23399930
.36576313, .10242618, -.26333696
.34002447, .10285807, -.23716640
.24484693, .10333150, -.14151543
.20752470, .10355012, -.10397458
.0000000, .98347887E-01, .98347887E-01
.0000000, .98274790E-01, .98274790E-01
.0000000, .98202504E-01, .98202504E-01
.0000000, .98130971E-01, .98130971E-01
.0000000, .98059982E-01, .98059982E-01
.0000000, .97989619E-01, .97989619E-01
.0000000, .97919874E-01, .97919874E-01
.0000000, .97826049E-01, .97826049E-01
.0000000, .97575210E-01, .97575210E-01
.0000000, .97531900E-01, .97531900E-01
.0000000, .97586498E-01, .97586498E-01
.0000000, .97499952E-01, .97499952E-01
.0000000, .97277403E-01, .97277403E-01
.0000000, .97201794E-01, .97201794E-01
.0000000, .97092494E-01, .97092494E-01
.54748841E-02, .10121500, .95740125E-01
.11456013, .10164119, -.12918934E-01
.30775535, .10176180, -.20599355
.36333162, .11855268, -.24477893
.42484021, .11085294, -.31398726
.44835922, .10806147, -.34029776
.40645611, .11003934, -.29641676
.28572178, .10660063, -.17912115
.26545539, .10317598, -.16227941
.0000000, .97568266E-01, .97568266E-01
.0000000, .97440273E-01, .97440273E-01
.0000000, .97356059E-01, .97356059E-01
.0000000, .97272851E-01, .97272851E-01
.0000000, .97190648E-01, .97190648E-01
.0000000, .97109281E-01, .97109281E-01
.0000000, .97031221E-01, .97031221E-01
.0000000, .97043782E-01, .97043782E-01
.0000000, .97103588E-01, .97103588E-01
.0000000, .97035214E-01, .97035214E-01
.0000000, .96957996E-01, .96957996E-01
