.0000000, .81801005E-01, .81801005E-01
.0000000, .81722453E-01, .81722453E-01
.0000000, .81501760E-01, .81501760E-01
.0000000, .81412755E-01, .81412755E-01
.0000000, .81210434E-01, .81210434E-01
.0000000, .81144139E-01, .81144139E-01
.0000000, .81049114E-01, .81049114E-01
.54584243E-05, .84858760E-01, .84853299E-01
.94060168E-01, .85354112E-01, -.87060556E-02
.24600305, .85330367E-01, -.16067268
.24931759, .85442416E-01, -.16387516
.30224007, .85785910E-01, -.21645416
.32890204, .86090088E-01, -.24281195
.30482960, .86476609E-01, -.21835299
.26461002, .86871967E-01, -.17773806
.22506490, .87130271E-01, -.13793463
.0000000, .81967592E-01, .81967592E-01
.0000000, .81898049E-01, .81898049E-01
.0000000, .81829272E-01, .81829272E-01
.0000000, .81761226E-01, .81761226E-01
.0000000, .81693709E-01, .81693709E-01
.0000000, .81626751E-01, .81626751E-01
.0000000, .81560381E-01, .81560381E-01
.0000000, .81477270E-01, .81477270E-01
.0000000, .81284150E-01, .81284150E-01
.0000000, .81236728E-01, .81236728E-01
.0000000, .81257403E-01, .81257403E-01
.0000000, .81178911E-01, .81178911E-01
.0000000, .81005491E-01, .81005491E-01
.0000000, .80934882E-01, .80934882E-01
.0000000, .80835596E-01, .80835596E-01
.56072893E-02, .84968314E-01, .79361022E-01
.12966712, .85415609E-01, -.44251509E-01
.33702648, .85529879E-01, -.25149661
.39804733, .10248650, -.29556084
.38182944, .95527805E-01, -.28630164
.40294281, .92761725E-01, -.31018108
.36633605, .93712091E-01, -.27262396
.30975083, .90434916E-01, -.21931592
.28860289, .87075636E-01, -.20152725
.0000000, .81579573E-01, .81579573E-01
.0000000, .81470191E-01, .81470191E-01
.0000000, .81391796E-01, .81391796E-01
.0000000, .81314273E-01, .81314273E-01
.0000000, .81237614E-01, .81237614E-01
.0000000, .81161648E-01, .81161648E-01
.0000000, .81088170E-01, .81088170E-01
.0000000, .81078544E-01, .81078544E-01
.0000000, .81102267E-01, .81102267E-01
.0000000, .81036039E-01, .81036039E-01
.0000000, .80963716E-01, .80963716E-01
.0000000, .80892146E-01, .80892146E-01
.0000000, .80942221E-01, .80942221E-01
.0000000, .80921143E-01, .80921143E-01
.0000000, .80819093E-01, .80819093E-01
.22477632E-01, .85347384E-01, .62869750E-01
.18719861, .85826084E-01, -.10137253
.40014911, .10377986, -.29636925
.44580936, .10661702, -.33919233
.47297436, .89586407E-01, -.38338795
.48325026, .90591118E-01, -.39265913
.42661330, .12261014, -.30400318
.0000000, .87596618E-01, .87596618E-01
.0000000, .86236566E-01, .86236566E-01
.0000000, .91171294E-01, .91171294E-01
.0000000, .11202037, .11202037
.0000000, .90197764E-01, .90197764E-01
.0000000, .86993106E-01, .86993106E-01
.0000000, .10603060, .10603060
.0000000, .96642129E-01, .96642129E-01
.0000000, .87450430E-01, .87450430E-01
.0000000, .92714734E-01, .92714734E-01
.0000000, .98477826E-01, .98477826E-01
.0000000, .96345156E-01, .96345156E-01
.0000000, .98484799E-01, .98484799E-01
.0000000, .92207253E-01, .92207253E-01
.0000000, .94610132E-01, .94610132E-01
.0000000, .93381293E-01, .93381293E-01
.0000000, .99550880E-01, .99550880E-01
.47042247E-01, .10141429, .54372046E-01
.23118490, .10067126, -.13051364
.47214264, .10690025, -.36524239
.51030493, .99628977E-01, -.41067594
.47014910, .96568458E-01, -.37358063
.49845082, .11407740, -.38437343
.53964263, .10534227, -.43430036
.53752059, .96526101E-01, -.44099450
.38487184, .10399185, -.28087997
.0000000, .12290167, .12290167
.0000000, .93395889E-01, .93395889E-01
.0000000, .90417832E-01, .90417832E-01
.0000000, .99703833E-01, .99703833E-01
.0000000, .11048262, .11048262
.0000000, .10000943, .10000943
.0000000, .91141999E-01, .91141999E-01
.0000000, .10102088, .10102088
.0000000, .10419697, .10419697
.0000000, .10121986, .10121986
.0000000, .94944924E-01, .94944924E-01
.0000000, .98070994E-01, .98070994E-01
.0000000, .10012193, .10012193
.0000000, .10135497, .10135497
.0000000, .10180318, .10180318
.0000000, .96431889E-01, .96431889E-01
