.26814751E-01, .30070846E-02, .32721132E-01, .68508564E-02, .21461319E-01, .95449910E-02, .87802909E-01, .30005768E-01, .77283324E-03
.51310077E-01, .30070026E-02, .32571960E-01, .68486091E-02, .19836994E-01, .87907771E-02, .80820158E-01, .27618831E-01, .71135507E-03
.42229209E-01, .30069442E-02, .32459110E-01, .68469392E-02, .20853970E-01, .92011066E-02, .84534436E-01, .28887374E-01, .74402784E-03
.37701342E-01, .30069333E-02, .32421045E-01, .68464740E-02, .22082888E-01, .97143212E-02, .89208066E-01, .30483549E-01, .78513921E-03
.35424124E-01, .30069228E-02, .32388814E-01, .68460610E-02, .22418682E-01, .98377392E-02, .90307012E-01, .30858053E-01, .79478498E-03
.33157784E-01, .30069051E-02, .32350659E-01, .68455045E-02, .21925690E-01, .96001783E-02, .88096574E-01, .30101705E-01, .77530439E-03
.22067692E-01, .30068753E-02, .32300822E-01, .68447138E-02, .19050747E-01, .83311163E-02, .76438703E-01, .26117451E-01, .67268539E-03
.55097662E-01, .30067684E-02, .32128911E-01, .68419632E-02, .15086190E-01, .65696710E-02, .60238395E-01, .20581556E-01, .53010200E-03
.39485689E-01, .30066536E-02, .31946223E-01, .68390067E-02, .15974201E-01, .69173351E-02, .63369982E-01, .21650894E-01, .55764389E-03
.17494107E-01, .30066185E-02, .31903788E-01, .68381922E-02, .19962365E-01, .86273374E-02, .79013817E-01, .26994767E-01, .69528160E-03
.17493675E-01, .30065919E-02, .31877328E-01, .68376060E-02, .20121956E-01, .86839972E-02, .79518229E-01, .27165981E-01, .69969142E-03
.17496696E-01, .30065801E-02, .31880286E-01, .68374434E-02, .22994714E-01, .99142073E-02, .90772301E-01, .31009313E-01, .79868094E-03
.17500730E-01, .30065728E-02, .31894125E-01, .68374272E-02, .24994696E-01, .10774001E-01, .98642819E-01, .33696279E-01, .86788682E-03
.17501077E-01, .30065493E-02, .31881474E-01, .68369955E-02, .27110906E-01, .11687098E-01, .10700588, .36551028E-01, .94141433E-03
.17503385E-01, .30065347E-02, .31866331E-01, .68366467E-02, .39293032E-01, .16970715E-01, .15542619, .53086698E-01, .13673096E-02
.17500632E-01, .30064976E-02, .31787541E-01, .68355030E-02, .29120849E-01, .12609344E-01, .11552569, .39455704E-01, .10162276E-02
.59040215E-01, .30063833E-02, .31599201E-01, .68324972E-02, .21211071E-01, .91702230E-02, .83995663E-01, .28685739E-01, .73883467E-03
.69557831E-01, .30062327E-02, .31359944E-01, .68286019E-02, .20861410E-01, .89720208E-02, .82106978E-01, .28039500E-01, .72218984E-03
.43217115E-01, .30060904E-02, .31134097E-01, .68249032E-02, .21700859E-01, .92904260E-02, .84954381E-01, .29010486E-01, .74719882E-03
.36599167E-01, .30059849E-02, .30963257E-01, .68221120E-02, .23194496E-01, .99034654E-02, .90519562E-01, .30909237E-01, .79610327E-03
.27935416E-01, .30059468E-02, .30890848E-01, .68209567E-02, .22555143E-01, .96220151E-02, .87934986E-01, .30025009E-01, .77332905E-03
.47180250E-01, .30058525E-02, .30739695E-01, .68184538E-02, .19990176E-01, .85026873E-02, .77667162E-01, .26517697E-01, .68299402E-03
.53388581E-01, .30057381E-02, .30561071E-01, .68154619E-02, .18256042E-01, .77341646E-02, .70599757E-01, .24103481E-01, .62081311E-03
.40386442E-01, .30056180E-02, .30375266E-01, .68123387E-02, .21255618E-01, .89691011E-02, .81816934E-01, .27931636E-01, .71941176E-03
.31787254E-01, .30055370E-02, .30244827E-01, .68101436E-02, .23562862E-01, .99254427E-02, .90513505E-01, .30898653E-01, .79583086E-03
.23264710E-01, .30054799E-02, .30148011E-01, .68085049E-02, .22783464E-01, .95934365E-02, .87480485E-01, .29861309E-01, .76911272E-03
.38008075E-01, .30053626E-02, .29967953E-01, .68054381E-02, .22478269E-01, .94442824E-02, .86087525E-01, .29383890E-01, .75681624E-03
.50518677E-01, .30052613E-02, .29812887E-01, .68027680E-02, .21324998E-01, .89389281E-02, .81447616E-01, .27798358E-01, .71597908E-03
.46106454E-01, .30051514E-02, .29647011E-01, .67998911E-02, .20832920E-01, .87033315E-02, .79253718E-01, .27047824E-01, .69664815E-03
.39673727E-01, .30050704E-02, .29527608E-01, .67977505E-02, .20635284E-01, .85941060E-02, .78216337E-01, .26692037E-01, .68748451E-03
.37480194E-01, .30050003E-02, .29427772E-01, .67958971E-02, .20270783E-01, .84209349E-02, .76606199E-01, .26140820E-01, .67328732E-03
.18686047E-01, .30049474E-02, .29359333E-01, .67945127E-02, .20999677E-01, .87150168E-02, .79268791E-01, .27047552E-01, .69664116E-03
.41519891E-01, .30048790E-02, .29270072E-01, .67927679E-02, .18906038E-01, .78285541E-02, .71178257E-01, .24285333E-01, .62549696E-03
.37243720E-01, .30047961E-02, .29159972E-01, .67906552E-02, .18283235E-01, .75456547E-02, .68566635E-01, .23392772E-01, .60250802E-03
.30960651E-01, .30047398E-02, .29094605E-01, .67892331E-02, .20928156E-01, .86182822E-02, .78283884E-01, .26706142E-01, .68784779E-03
.16479230E-01, .30047307E-02, .29095609E-01, .67889350E-02, .24030002E-01, .98930150E-02, .89858532E-01, .30652313E-01, .78948593E-03
